timeStamp,car,date,time,lat,lon,speed,x,y,z,o2,map,name,description,hr
2025-06-07 13:44:02.610,12,07/06/2025,13:44:02,14.9584875,103.0847397,0.148,0.224,0.208,1.824,8.234,10.57344,,,1
2025-06-07 13:44:02.749,12,07/06/2025,13:44:02,14.9584875,103.0847397,0.148,-0.16,-0.272,0.656,7.803,10.63281,,,1
2025-06-07 13:44:02.889,12,07/06/2025,13:44:02,14.9584875,103.0847397,0.148,-0.032,0.096,0.656,8.013,10.55391,,,1
2025-06-07 13:44:03.029,12,07/06/2025,13:44:02,14.9584875,103.0847397,0.148,0.096,0.176,1.536,8.122,10.67969,,,1
2025-06-07 13:44:03.162,12,07/06/2025,13:44:02,14.9584875,103.0847397,0.148,-0.16,-0.016,0.48,7.906,10.53906,,,1
2025-06-07 13:44:03.300,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,0.192,0.256,1.6,7.906,10.59922,,,1
2025-06-07 13:44:03.465,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,-0.032,0.4,1.424,7.803,10.56406,,,1
2025-06-07 13:44:03.595,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,0.128,0.336,1.488,7.803,10.575,,,1
2025-06-07 13:44:03.732,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,-0.176,-0.208,0.624,8.013,10.53281,,,1
2025-06-07 13:44:03.859,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,0.048,0.16,1.168,7.803,10.60625,,,1
2025-06-07 13:44:04.001,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,0.048,0.256,1.488,8.013,10.59297,,,1
2025-06-07 13:44:04.149,12,07/06/2025,13:44:03,14.9584875,103.0847397,0.354,-0.176,-0.016,0.96,7.701,10.57422,,,1
2025-06-07 13:44:04.290,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,0.032,0.368,1.168,8.013,10.57578,,,1
2025-06-07 13:44:04.421,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,-0.208,-0.224,0.48,7.701,10.62031,,,1
2025-06-07 13:44:04.561,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,-0.096,-0.096,0.48,8.013,10.57578,,,1
2025-06-07 13:44:04.700,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,-0.08,-0.144,0.4,7.701,10.56953,,,1
2025-06-07 13:44:04.830,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,-0.224,-0.032,0.992,8.122,10.59297,,,1
2025-06-07 13:44:04.961,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,-0.16,0.112,0.704,7.906,10.60078,,,1
2025-06-07 13:44:05.112,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,0.128,0.144,1.872,8.349,10.51953,,,1
2025-06-07 13:44:05.240,12,07/06/2025,13:44:04,14.9584856,103.0847397,0.151,0.064,0.16,1.616,8.122,10.59141,,,1
2025-06-07 13:44:05.379,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,0.16,0.288,1.376,7.906,10.61719,,,1
2025-06-07 13:44:05.510,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,-0.24,-0.32,0.464,8.122,10.59609,,,1
2025-06-07 13:44:05.660,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,-0.048,0.112,0.608,7.906,10.57266,,,1
2025-06-07 13:44:05.791,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,0.048,0.144,1.504,8.013,10.56641,,,1
2025-06-07 13:44:05.933,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,-0.256,0.0,0.72,7.602,10.58672,,,1
2025-06-07 13:44:06.063,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,0.24,0.224,1.84,7.906,10.54844,,,1
2025-06-07 13:44:06.217,12,07/06/2025,13:44:05,14.9584856,103.0847397,0.3,-0.208,-0.416,0.496,7.506,10.58516,,,1
2025-06-07 13:44:06.342,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.208,0.096,0.544,7.803,10.60469,,,1
2025-06-07 13:44:06.469,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.016,0.256,1.36,7.602,10.60625,,,1
2025-06-07 13:44:06.610,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.176,-0.064,0.656,8.013,10.54219,,,1
2025-06-07 13:44:06.771,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.144,0.32,1.568,7.602,10.57656,,,1
2025-06-07 13:44:06.912,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.192,0.064,1.184,8.349,10.56094,,,1
2025-06-07 13:44:07.041,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,0.016,0.4,1.312,8.013,10.59609,,,1
2025-06-07 13:44:07.180,12,07/06/2025,13:44:06,14.9584856,103.0847397,0.488,-0.224,-0.144,0.4,8.234,10.57656,,,1
2025-06-07 13:44:07.321,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,0.048,0.208,1.232,7.906,10.60703,,,1
2025-06-07 13:44:07.462,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,-0.144,-0.256,0.608,7.506,10.59297,,,1
2025-06-07 13:44:07.589,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,-0.224,0.016,1.152,8.122,10.58594,,,1
2025-06-07 13:44:07.730,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,0.144,0.16,1.264,7.906,10.59609,,,1
2025-06-07 13:44:07.880,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,-0.176,-0.08,0.624,8.013,10.64531,,,1
2025-06-07 13:44:08.011,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,0.304,0.224,1.712,7.412,10.56484,,,1
2025-06-07 13:44:08.149,12,07/06/2025,13:44:07,14.9584875,103.0847244,0.729,-0.16,-0.304,0.784,8.234,10.5875,,,1
2025-06-07 13:44:08.281,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,-0.24,0.096,0.944,7.506,10.59453,,,1
2025-06-07 13:44:08.432,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,-0.016,0.064,0.256,8.122,10.57969,,,1
2025-06-07 13:44:08.559,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,-0.048,-0.08,0.496,7.906,10.55078,,,1
2025-06-07 13:44:08.700,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,0.24,0.176,1.408,8.122,10.57187,,,1
2025-06-07 13:44:08.834,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,0.128,0.336,1.76,7.803,10.60469,,,1
2025-06-07 13:44:08.970,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,-0.224,-0.368,0.992,8.122,10.63125,,,1
2025-06-07 13:44:09.110,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,0.128,0.208,1.296,8.013,10.55156,,,1
2025-06-07 13:44:09.240,12,07/06/2025,13:44:08,14.9584885,103.0847244,0.314,0.048,0.128,1.088,7.906,10.54688,,,1
2025-06-07 13:44:09.379,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,-0.24,0.0,0.56,7.701,10.57969,,,1
2025-06-07 13:44:09.520,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,0.048,0.336,1.024,8.349,10.57656,,,1
2025-06-07 13:44:09.661,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,-0.336,-0.288,0.784,7.906,10.55547,,,1
2025-06-07 13:44:09.789,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,0.0,0.144,0.576,7.906,10.56328,,,1
2025-06-07 13:44:09.942,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,0.16,0.0,1.2,7.701,10.57344,,,1
2025-06-07 13:44:10.096,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,0.096,0.24,1.648,7.602,10.59531,,,1
2025-06-07 13:44:10.221,12,07/06/2025,13:44:09,14.9584923,103.0847244,2.091,-0.192,-0.384,0.816,8.122,10.57422,,,1
2025-06-07 13:44:10.359,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,-0.176,0.08,0.416,7.906,10.58516,,,1
2025-06-07 13:44:10.495,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,0.16,0.192,1.152,8.013,10.58438,,,1
2025-06-07 13:44:10.643,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,-0.08,-0.096,0.592,8.349,10.59219,,,1
2025-06-07 13:44:10.776,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,0.048,0.304,1.52,8.013,10.575,,,1
2025-06-07 13:44:10.908,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,-0.16,-0.256,0.576,8.013,10.60234,,,1
2025-06-07 13:44:11.043,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,-0.016,0.144,0.656,7.506,10.56797,,,1
2025-06-07 13:44:11.183,12,07/06/2025,13:44:10,14.9585047,103.0847397,5.719,0.144,0.144,1.008,8.234,10.53359,,,1
2025-06-07 13:44:11.330,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,-0.096,-0.096,0.608,8.234,10.64453,,,1
2025-06-07 13:44:11.460,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,0.192,0.272,2.032,8.349,10.55391,,,1
2025-06-07 13:44:11.600,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,-0.24,-0.32,0.736,8.013,10.57187,,,1
2025-06-07 13:44:11.741,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,-0.144,0.064,0.608,8.234,10.58516,,,1
2025-06-07 13:44:11.869,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,0.08,0.272,1.392,8.234,10.625,,,1
2025-06-07 13:44:12.011,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,-0.16,-0.08,0.512,8.013,10.60859,,,1
2025-06-07 13:44:12.151,12,07/06/2025,13:44:11,14.9585123,103.0847397,1.138,0.032,0.24,1.296,7.906,10.54062,,,1
2025-06-07 13:44:12.290,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,-0.288,-0.368,0.544,7.906,10.53125,,,1
2025-06-07 13:44:12.432,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,-0.144,0.176,0.496,7.906,10.56094,,,1
2025-06-07 13:44:12.560,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,0.096,0.224,1.328,8.013,10.59297,,,1
2025-06-07 13:44:12.702,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,-0.112,-0.032,0.624,7.906,10.57813,,,1
2025-06-07 13:44:12.840,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,0.016,0.336,1.504,7.803,10.56094,,,1
2025-06-07 13:44:12.981,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,-0.304,-0.368,0.752,8.013,10.57578,,,1
2025-06-07 13:44:13.111,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,-0.096,0.16,0.432,7.701,10.59687,,,1
2025-06-07 13:44:13.250,12,07/06/2025,13:44:12,14.9585161,103.0847397,1.369,0.032,0.208,1.76,7.906,10.60234,,,1
2025-06-07 13:44:13.427,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,-0.224,-0.016,0.752,7.906,10.56016,,,1
2025-06-07 13:44:13.554,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,-0.272,-0.112,0.288,7.412,10.56953,,,1
2025-06-07 13:44:13.693,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,-0.256,0.112,0.832,8.122,10.59766,,,1
2025-06-07 13:44:13.825,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,0.128,0.416,1.872,7.602,10.59141,,,1
2025-06-07 13:44:13.962,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,0.064,0.16,1.344,8.122,10.60938,,,1
2025-06-07 13:44:14.102,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,0.224,0.208,1.36,7.412,10.58516,,,1
2025-06-07 13:44:14.232,12,07/06/2025,13:44:13,14.9585142,103.0847244,0.249,-0.144,-0.24,0.528,8.013,10.61172,,,1
2025-06-07 13:44:14.374,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,-0.128,0.096,0.512,7.144,10.59453,,,1
2025-06-07 13:44:14.515,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,0.096,0.128,1.136,7.701,10.59453,,,1
2025-06-07 13:44:14.652,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,-0.192,-0.048,0.976,7.602,10.59922,,,1
2025-06-07 13:44:14.783,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,-0.176,-0.032,1.088,7.506,10.60156,,,1
2025-06-07 13:44:14.925,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,0.144,0.272,1.488,7.412,10.59297,,,1
2025-06-07 13:44:15.072,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,-0.288,-0.272,0.992,7.506,10.58203,,,1
2025-06-07 13:44:15.204,12,07/06/2025,13:44:14,14.958519,103.0847244,2.013,0.224,0.192,1.232,7.602,10.56484,,,1
2025-06-07 13:44:15.331,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,-0.096,-0.032,0.832,7.602,10.57187,,,1
2025-06-07 13:44:15.470,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,-0.144,0.016,0.704,7.602,10.58594,,,1
2025-06-07 13:44:15.609,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,0.096,0.352,1.472,7.231,10.59063,,,1
2025-06-07 13:44:15.752,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,-0.256,-0.24,0.432,7.803,10.53906,,,1
2025-06-07 13:44:15.882,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,-0.048,0.16,0.912,7.602,10.56484,,,1
2025-06-07 13:44:16.021,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,0.112,0.08,0.672,7.701,10.58672,,,1
2025-06-07 13:44:16.162,12,07/06/2025,13:44:15,14.9585218,103.0847244,0.822,-0.192,-0.176,1.328,6.19,10.59922,,,1
2025-06-07 13:44:16.304,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,-0.016,0.096,0.704,6.817,10.59922,,,1
2025-06-07 13:44:16.437,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,-0.128,0.48,0.144,1.356,10.6,,,1
2025-06-07 13:44:16.576,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,-0.112,0.112,0.448,1.253,10.6375,,,1
2025-06-07 13:44:16.716,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,0.048,0.048,1.2,8.122,10.54531,,,1
2025-06-07 13:44:16.864,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,-0.464,-0.192,0.512,2.403,10.60156,,,1
2025-06-07 13:44:17.001,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,-0.08,0.496,0.848,9.235,10.59922,,,1
2025-06-07 13:44:17.130,12,07/06/2025,13:44:16,14.9585238,103.0847244,0.679,0.576,-0.48,1.616,1.568,10.60078,,,1
2025-06-07 13:44:17.280,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,-0.176,0.128,0.416,3.873,10.55781,,,1
2025-06-07 13:44:17.409,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,-0.256,0.384,-1.184,4.548,10.63437,,,1
2025-06-07 13:44:17.551,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,-0.16,0.032,1.392,5.255,10.55469,,,1
2025-06-07 13:44:17.680,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,-0.032,-0.256,0.912,0.0,10.59609,,,1
2025-06-07 13:44:17.833,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,0.112,0.528,1.744,2.073,10.57422,,,1
2025-06-07 13:44:17.962,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,0.208,0.128,1.552,0.0,10.60234,,,1
2025-06-07 13:44:18.103,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,-0.336,-0.016,0.592,0.0,10.59141,,,1
2025-06-07 13:44:18.233,12,07/06/2025,13:44:17,14.9585238,103.0847244,0.306,0.08,-0.208,-0.064,3.849,10.58984,,,1
2025-06-07 13:44:18.380,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,-0.4,-0.112,0.32,0.0,10.56719,,,1
2025-06-07 13:44:18.511,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,-0.16,-0.224,0.8,2.637,10.5875,,,1
2025-06-07 13:44:18.652,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,-0.224,-0.144,-0.048,0.0,10.54531,,,1
2025-06-07 13:44:18.791,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,0.048,0.144,0.912,0.0,10.54531,,,1
2025-06-07 13:44:18.950,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,-0.368,0.224,0.4,0.0,10.54531,,,1
2025-06-07 13:44:19.075,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,0.144,0.0,1.696,0.0,10.56328,,,1
2025-06-07 13:44:19.202,12,07/06/2025,13:44:18,14.9585238,103.0847244,0.318,-0.016,0.176,1.008,3.873,10.58984,,,1
2025-06-07 13:44:19.345,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,-0.272,-0.192,0.992,0.0,10.57187,,,1
2025-06-07 13:44:19.482,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,-0.304,-0.096,0.848,0.0,10.63203,,,1
2025-06-07 13:44:19.623,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,0.16,0.128,1.04,7.906,10.60234,,,1
2025-06-07 13:44:19.752,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,-0.032,0.048,1.072,0.0,10.59687,,,1
2025-06-07 13:44:19.890,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,0.16,0.112,0.96,8.587,10.57344,,,1
2025-06-07 13:44:20.029,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,0.096,0.128,1.2,7.506,10.60938,,,1
2025-06-07 13:44:20.170,12,07/06/2025,13:44:19,14.9585257,103.0847244,0.423,0.112,0.128,1.92,4.583,10.53359,,,1
2025-06-07 13:44:20.323,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,-0.112,0.24,0.544,4.514,10.60781,,,1
2025-06-07 13:44:20.463,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,0.176,-0.16,0.0,4.583,10.58672,,,1
2025-06-07 13:44:20.600,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,0.048,0.176,2.032,4.414,10.58906,,,1
2025-06-07 13:44:20.729,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,0.256,-0.064,1.28,5.167,10.61797,,,1
2025-06-07 13:44:20.871,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,-0.112,-0.208,0.032,5.391,10.57344,,,1
2025-06-07 13:44:21.000,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,0.064,0.016,0.624,6.129,10.57031,,,1
2025-06-07 13:44:21.156,12,07/06/2025,13:44:20,14.9585257,103.0847244,0.067,-0.224,0.144,0.736,0.0,10.60234,,,1
2025-06-07 13:44:21.281,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,-0.016,-0.128,0.56,0.0,10.53906,,,1
2025-06-07 13:44:21.424,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,-0.144,-0.016,0.464,0.0,10.57813,,,1
2025-06-07 13:44:21.555,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,0.128,0.256,2.016,6.318,10.56016,,,1
2025-06-07 13:44:21.700,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,-0.064,0.032,0.64,5.841,10.60859,,,1
2025-06-07 13:44:21.831,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,-0.064,0.096,1.504,5.735,10.55625,,,1
2025-06-07 13:44:21.962,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,0.032,0.032,1.52,6.01,10.60078,,,1
2025-06-07 13:44:22.101,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,-0.192,0.032,0.64,5.841,10.56875,,,1
2025-06-07 13:44:22.243,12,07/06/2025,13:44:21,14.9585257,103.0847244,0.185,0.048,0.208,1.552,5.632,10.56172,,,1
2025-06-07 13:44:22.383,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,-0.064,-0.272,1.312,5.683,10.58594,,,1
2025-06-07 13:44:22.523,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,-0.032,-0.384,1.168,4.84,10.57187,,,1
2025-06-07 13:44:22.651,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,0.096,-0.192,-1.44,4.548,10.58906,,,1
2025-06-07 13:44:22.793,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,0.016,0.864,2.032,4.958,10.58281,,,1
2025-06-07 13:44:22.934,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,-0.368,0.288,-0.528,4.48,10.55234,,,1
2025-06-07 13:44:23.072,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,0.32,-0.128,0.144,4.319,10.54922,,,1
2025-06-07 13:44:23.201,12,07/06/2025,13:44:22,14.9585266,103.0847244,0.061,-1.008,0.336,0.448,3.8,10.52109,,,1
2025-06-07 13:44:23.340,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,-0.4,-0.288,0.608,5.841,10.6,,,1
2025-06-07 13:44:23.482,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,-0.272,0.208,0.88,0.0,10.60859,,,1
2025-06-07 13:44:23.610,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,-0.128,-0.064,-0.144,6.521,10.58984,,,1
2025-06-07 13:44:23.757,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,0.592,0.016,0.912,3.95,10.54453,,,1
2025-06-07 13:44:23.891,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,0.624,0.24,1.744,3.492,10.53203,,,1
2025-06-07 13:44:24.021,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,-0.432,-0.128,-0.16,3.64,10.59453,,,1
2025-06-07 13:44:24.160,12,07/06/2025,13:44:23,14.9585266,103.0847244,0.072,-0.16,-0.416,0.704,4.002,10.55859,,,1
2025-06-07 13:44:24.298,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,0.64,0.256,1.632,4.958,10.59297,,,1
2025-06-07 13:44:24.442,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,-0.64,0.16,-0.288,5.438,10.55703,,,1
2025-06-07 13:44:24.572,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,0.416,0.448,1.84,5.896,10.58359,,,1
2025-06-07 13:44:24.714,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,0.064,0.064,0.224,7.32,10.55313,,,1
2025-06-07 13:44:24.842,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,0.096,0.224,1.6,6.521,10.59609,,,1
2025-06-07 13:44:24.986,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,0.896,-0.096,2.032,6.896,10.58594,,,1
2025-06-07 13:44:25.114,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,-0.256,-0.288,0.24,6.74,10.59375,,,1
2025-06-07 13:44:25.250,12,07/06/2025,13:44:24,14.9585266,103.0847244,0.076,-1.248,-0.144,-0.496,2.725,10.5625,,,1
2025-06-07 13:44:25.391,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,0.288,0.144,1.552,0.889,10.58906,,,1
2025-06-07 13:44:25.530,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,0.416,0.208,2.032,0.0,10.53516,,,1
2025-06-07 13:44:25.672,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,-0.24,-0.464,1.76,0.0,10.54922,,,1
2025-06-07 13:44:25.801,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,-0.672,0.256,1.664,0.857,10.58516,,,1
2025-06-07 13:44:25.931,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,0.896,0.112,2.032,0.908,10.57656,,,1
2025-06-07 13:44:26.084,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,-0.832,0.496,1.6,0.846,10.55781,,,1
2025-06-07 13:44:26.220,12,07/06/2025,13:44:25,14.9585285,103.0847244,0.073,0.048,-0.736,1.92,0.837,10.54453,,,1
2025-06-07 13:44:26.350,12,07/06/2025,13:44:26,14.9585352,103.0847092,5.5,0.496,-0.64,2.032,0.802,10.56563,,,1
2025-06-07 13:44:26.492,12,07/06/2025,13:44:26,14.9585352,103.0847092,5.5,0.464,-0.912,0.096,0.777,10.575,,,1
2025-06-07 13:44:26.630,12,07/06/2025,13:44:26,14.9585352,103.0847092,5.5,0.464,-1.024,0.256,0.803,10.54922,,,1
