timeStamp,car,date,time,lat,lon,speed,x,y,z,o2,map,name,description,hr
2025-06-07 13:44:00.124,15.0,,13:44:00,0.0,0.0,,0.096,0.112,1.12,7.144,10.69844,,,1.0
2025-06-07 13:44:00.211,15.0,,13:44:00,0.0,0.0,,0.112,0.128,1.104,8.466,10.70781,,,1.0
2025-06-07 13:44:00.310,15.0,,13:44:00,0.0,0.0,,0.048,0.048,1.136,5.485,10.70391,,,1.0
2025-06-07 13:44:00.430,15.0,,13:44:00,0.0,0.0,,0.096,0.128,1.216,7.506,10.70313,,,1.0
2025-06-07 13:44:00.520,15.0,,13:44:00,0.0,0.0,,0.016,0.016,0.96,6.817,10.7,,,1.0
2025-06-07 13:44:00.620,15.0,,13:44:00,0.0,0.0,,0.096,0.112,1.008,5.211,10.67188,,,1.0
2025-06-07 13:44:00.733,15.0,,13:44:00,0.0,0.0,,0.112,0.112,1.056,4.618,10.71328,,,1.0
2025-06-07 13:44:00.832,15.0,,13:44:00,0.0,0.0,,0.032,0.064,1.056,4.879,10.70938,,,1.0
2025-06-07 13:44:00.930,15.0,,13:44:00,0.0,0.0,,0.08,0.112,1.072,6.069,10.68281,,,1.0
2025-06-07 13:44:01.040,15.0,,13:44:01,0.0,0.0,,0.064,0.096,1.136,5.167,10.71094,,,1.0
2025-06-07 13:44:01.131,15.0,,13:44:01,0.0,0.0,,0.112,0.128,1.152,5.632,10.69531,,,1.0
2025-06-07 13:44:01.250,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.016,0.096,1.136,6.521,10.70078,,,1.0
2025-06-07 13:44:01.389,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.064,0.112,0.992,6.19,10.68984,,,1.0
2025-06-07 13:44:01.497,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.112,0.096,1.072,6.896,10.69609,,,1.0
2025-06-07 13:44:01.597,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.096,0.08,1.072,6.592,10.68281,,,1.0
2025-06-07 13:44:01.727,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.096,0.064,0.896,5.04,10.68047,,,1.0
2025-06-07 13:44:01.858,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.064,0.064,1.184,5.124,10.69844,,,1.0
2025-06-07 13:44:02.007,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.064,0.032,1.152,5.841,10.67656,,,1.0
2025-06-07 13:44:02.137,15.0,07/06/2025,13:44:01,14.9585743,103.0846252,0.753,0.096,0.048,1.168,6.592,10.65859,,,1.0
2025-06-07 13:44:02.247,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.096,0.112,1.12,5.255,10.70078,,,1.0
2025-06-07 13:44:02.396,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.08,0.112,1.04,6.592,10.70703,,,1.0
2025-06-07 13:44:02.536,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.096,0.048,1.088,5.735,10.69609,,,1.0
2025-06-07 13:44:02.667,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.032,0.096,0.896,6.592,10.69687,,,1.0
2025-06-07 13:44:02.799,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.064,0.08,1.024,6.19,10.70469,,,1.0
2025-06-07 13:44:02.930,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.048,0.032,1.072,5.255,10.69922,,,1.0
2025-06-07 13:44:03.067,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.064,0.064,0.896,5.391,10.68594,,,1.0
2025-06-07 13:44:03.187,15.0,07/06/2025,13:44:02,14.9585667,103.0846329,0.575,0.096,0.144,1.248,6.521,10.7,,,1.0
2025-06-07 13:44:03.317,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.032,0.064,0.992,5.485,10.67734,,,1.0
2025-06-07 13:44:03.447,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.048,0.048,0.96,6.521,10.70547,,,1.0
2025-06-07 13:44:03.591,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.048,0.0,0.992,5.896,10.67109,,,1.0
2025-06-07 13:44:03.719,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.064,0.08,1.248,5.124,10.69844,,,1.0
2025-06-07 13:44:03.836,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.096,0.08,1.152,4.958,10.68672,,,1.0
2025-06-07 13:44:03.966,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.048,0.064,1.168,5.082,10.66562,,,1.0
2025-06-07 13:44:04.107,15.0,07/06/2025,13:44:03,14.9585571,103.0846329,0.199,0.08,0.112,0.976,5.582,10.69766,,,1.0
2025-06-07 13:44:04.237,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.112,0.144,1.12,6.384,10.67344,,,1.0
2025-06-07 13:44:04.367,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.08,0.064,0.96,6.19,10.71406,,,1.0
2025-06-07 13:44:04.487,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.048,0.08,0.896,6.74,10.68203,,,1.0
2025-06-07 13:44:04.627,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.112,0.128,1.136,6.069,10.67344,,,1.0
2025-06-07 13:44:04.759,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.064,0.08,0.864,5.04,10.72266,,,1.0
2025-06-07 13:44:04.890,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.064,0.08,0.928,5.345,10.69453,,,1.0
2025-06-07 13:44:05.016,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.112,0.128,1.136,6.19,10.68438,,,1.0
2025-06-07 13:44:05.146,15.0,07/06/2025,13:44:04,14.9585543,103.0846329,0.362,0.096,0.064,0.928,5.485,10.71328,,,1.0
2025-06-07 13:44:05.279,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.016,0.064,1.056,6.19,10.68516,,,1.0
2025-06-07 13:44:05.410,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.08,0.048,0.8,5.953,10.70156,,,1.0
2025-06-07 13:44:05.536,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.032,0.08,1.008,5.211,10.7,,,1.0
2025-06-07 13:44:05.672,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.112,0.112,1.04,5.255,10.69453,,,1.0
2025-06-07 13:44:05.801,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.128,0.096,0.96,6.01,10.65781,,,1.0
2025-06-07 13:44:05.929,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.08,0.112,1.152,5.533,10.69922,,,1.0
2025-06-07 13:44:06.061,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.048,0.096,0.976,6.253,10.70703,,,1.0
2025-06-07 13:44:06.199,15.0,07/06/2025,13:44:05,14.9585457,103.0846329,0.229,0.112,0.064,0.928,7.059,10.71953,,,1.0
2025-06-07 13:44:06.330,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.08,0.08,1.056,5.533,10.69375,,,1.0
2025-06-07 13:44:06.458,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.08,0.08,1.104,4.918,10.69844,,,1.0
2025-06-07 13:44:06.586,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.128,0.08,1.024,5.124,10.69609,,,1.0
2025-06-07 13:44:06.718,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.128,0.112,1.04,5.124,10.70938,,,1.0
2025-06-07 13:44:06.847,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.08,0.016,1.136,6.129,10.71797,,,1.0
2025-06-07 13:44:06.977,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.048,0.112,1.104,6.592,10.70156,,,1.0
2025-06-07 13:44:07.108,15.0,07/06/2025,13:44:06,14.9585428,103.0846252,0.57,0.112,0.08,1.024,5.485,10.70859,,,1.0
2025-06-07 13:44:07.237,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.128,0.096,0.816,6.19,10.7375,,,1.0
2025-06-07 13:44:07.370,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.08,0.096,1.296,5.255,10.70781,,,1.0
2025-06-07 13:44:07.498,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.048,0.032,0.976,5.299,10.71641,,,1.0
2025-06-07 13:44:07.628,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.096,0.08,0.928,5.953,10.69297,,,1.0
2025-06-07 13:44:07.768,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.112,0.096,1.216,6.896,10.70234,,,1.0
2025-06-07 13:44:07.896,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.016,0.08,0.944,5.953,10.71406,,,1.0
2025-06-07 13:44:08.027,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.08,0.064,1.152,6.74,10.70078,,,1.0
2025-06-07 13:44:08.157,15.0,07/06/2025,13:44:07,14.9585409,103.0846252,0.382,0.112,0.112,1.088,5.438,10.71875,,,1.0
2025-06-07 13:44:08.287,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.064,0.064,1.184,4.918,10.66719,,,1.0
2025-06-07 13:44:08.422,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,-0.032,0.016,0.896,5.632,10.68359,,,1.0
2025-06-07 13:44:08.547,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.096,0.08,0.976,6.896,10.69531,,,1.0
2025-06-07 13:44:08.677,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.08,0.016,1.184,6.01,10.6875,,,1.0
2025-06-07 13:44:08.819,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.048,0.096,1.024,6.452,10.69922,,,1.0
2025-06-07 13:44:08.939,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.112,0.112,1.104,5.632,10.69375,,,1.0
2025-06-07 13:44:09.068,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.08,0.032,0.944,4.999,10.69063,,,1.0
2025-06-07 13:44:09.197,15.0,07/06/2025,13:44:08,14.9585333,103.08461,0.439,0.032,0.08,0.992,5.788,10.69687,,,1.0
2025-06-07 13:44:09.336,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.064,0.08,1.088,5.124,10.66016,,,1.0
2025-06-07 13:44:09.470,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.016,0.048,1.04,6.01,10.70234,,,1.0
2025-06-07 13:44:09.596,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.08,0.032,0.928,6.817,10.69297,,,1.0
2025-06-07 13:44:09.727,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.08,0.096,1.072,5.582,10.72422,,,1.0
2025-06-07 13:44:09.857,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.064,0.048,1.056,4.879,10.69453,,,1.0
2025-06-07 13:44:09.988,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.096,0.048,0.992,5.345,10.69297,,,1.0
2025-06-07 13:44:10.118,15.0,07/06/2025,13:44:09,14.9585314,103.0846252,0.323,0.112,0.048,0.928,6.384,10.72969,,,1.0
2025-06-07 13:44:10.248,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.048,0.096,0.992,6.069,10.68594,,,1.0
2025-06-07 13:44:10.387,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.096,0.08,1.04,6.817,10.67813,,,1.0
2025-06-07 13:44:10.509,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.112,0.064,1.152,6.069,10.67344,,,1.0
2025-06-07 13:44:10.640,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.032,0.08,0.912,5.082,10.70938,,,1.0
2025-06-07 13:44:10.772,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.08,0.112,1.184,5.533,10.67734,,,1.0
2025-06-07 13:44:10.911,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.064,0.048,0.992,4.879,10.67656,,,1.0
2025-06-07 13:44:11.033,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.112,0.112,1.248,5.533,10.69375,,,1.0
2025-06-07 13:44:11.168,15.0,07/06/2025,13:44:10,14.9585381,103.0846329,0.089,0.112,0.112,1.072,6.665,10.68984,,,1.0
2025-06-07 13:44:11.291,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.016,0.08,1.024,5.953,10.69531,,,1.0
2025-06-07 13:44:11.433,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.112,0.064,1.072,4.999,10.66484,,,1.0
2025-06-07 13:44:11.562,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.096,0.048,1.04,5.255,10.67188,,,1.0
2025-06-07 13:44:11.687,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.064,0.112,1.216,5.082,10.69453,,,1.0
2025-06-07 13:44:11.822,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.032,0.064,1.04,5.683,10.68594,,,1.0
2025-06-07 13:44:11.963,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.096,0.096,0.944,6.521,10.67734,,,1.0
2025-06-07 13:44:12.092,15.0,07/06/2025,13:44:11,14.9585447,103.0846329,0.159,0.032,0.032,1.056,6.452,10.68828,,,1.0
2025-06-07 13:44:12.224,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.048,0.096,1.088,5.299,10.67109,,,1.0
2025-06-07 13:44:12.351,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.064,0.048,0.992,5.211,10.66484,,,1.0
2025-06-07 13:44:12.476,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.08,0.112,1.056,5.124,10.66328,,,1.0
2025-06-07 13:44:12.609,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.016,0.064,0.976,5.255,10.66094,,,1.0
2025-06-07 13:44:12.765,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.08,0.032,1.136,6.253,10.71875,,,1.0
2025-06-07 13:44:12.888,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.08,0.096,0.96,4.999,10.69453,,,1.0
2025-06-07 13:44:13.032,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.064,0.112,1.12,5.533,10.69375,,,1.0
2025-06-07 13:44:13.158,15.0,07/06/2025,13:44:12,14.9585495,103.0846329,0.415,0.08,0.112,1.072,6.318,10.67031,,,1.0
2025-06-07 13:44:13.278,15.0,07/06/2025,13:44:13,14.9585524,103.0846329,0.149,0.128,0.112,1.2,5.683,10.70234,,,1.0
